nm,catégorie,nf,epicene,proper_noun,m_suffix,f_suffix
Alluysien,Nm,Alluysienne,0,1,True,True
Allyçois,Nm,Allyçoise,0,1,True,True
Almayracois,Nm,Almayracoise,0,1,True,True
Alnelois,Nm,Alneloise,0,1,True,True
Alnélois,Nm,Alnéloise,0,1,True,True
Alnésien,Nm,Alnésienne,0,1,True,True
Alnétais,Nm,Alnétaise,0,1,True,True
Alosien,Nm,Alosienne,0,1,True,True
Alosois,Nm,Alosoise,0,1,True,True
Alostois,Nm,Alostoise,0,1,True,True
Aloxois,Nm,Aloxoise,0,1,True,True
alphabétisateur,Nm,alphabétisateure;alphabétisatrice,0,0,True,True
alphabétiseur,Nm,alphabétiseuse,0,0,True,True
Alpicois,Nm,Alpicoise,0,1,True,True
alpiculteur,Nm,alpicultrice,0,0,True,True
alpiniste,Nm,alpiniste,1,0,True,True
Alpuechois,Nm,Alpuechoise,0,1,True,True
Alquinois,Nm,Alquinoise,0,1,True,True
Alrançais,Nm,Alrançaise,0,1,True,True
Alsacien,Nm,Alsacienne,0,1,True,True
alsacien,Nm,alsacienne,0,0,True,True
Alsiaquois,Nm,Alsiaquoise,0,1,True,True
Alsonien,Nm,Alsonienne,0,1,True,True
Alsontain,Nm,Alsontaine,0,1,True,True
Alstingeois,Nm,Alstingeoise,0,1,True,True
Altacurcien,Nm,Altacurcienne,0,1,True,True
Altaripien,Nm,Altaripienne,0,1,True,True
Altavillois,Nm,Altavilloise,0,1,True,True
Alteckendorfois,Nm,Alteckendorfoise,0,1,True,True
Altenheimois,Nm,Altenheimoise,0,1,True,True
altérateur,Nm,altératrice,0,0,True,True
Alteravillois,Nm,Alteravilloise,0,1,True,True
Altéricien,Nm,Altéricienne,0,1,True,True
Altérien,Nm,Altérienne,0,1,True,True
altermondialiste,Nm,altermondialiste,1,0,True,True
Althavillais,Nm,Althavillaise,0,1,True,True
Althéien,Nm,Althéienne,0,1,True,True
Althénois,Nm,Althénoise,0,1,True,True
Althérien,Nm,Althérienne,0,1,True,True
Altiérois,Nm,Altiéroise,0,1,True,True
Altifagien,Nm,Altifagienne,0,1,True,True
Altillacois,Nm,Altillacoise,0,1,True,True
Altimantissien,Nm,Altimantissienne,0,1,True,True
Altimontain,Nm,Altimontaine,0,1,True,True
Altinacois,Nm,Altinacoise,0,1,True,True
altiste,Nm,altiste,1,0,True,True
Altivillerois,Nm,Altivilleroise,0,1,True,True
Altkirchois,Nm,Altkirchoise,0,1,True,True
Altoirois,Nm,Altoiroise,0,1,True,True
Altolien,Nm,Altolienne,0,1,True,True
Altorfois,Nm,Altorfoise,0,1,True,True
Altracien,Nm,Altracienne,0,1,True,True
altruiste,Nm,altruiste,1,0,True,True
Altvillerois,Nm,Altvilleroise,0,1,True,True
Altwillerois,Nm,Altwilleroise,0,1,True,True
aluminier,Nm,aluminière,0,0,True,True
alunier,Nm,alunière,0,0,True,True
Aluzien,Nm,Aluzienne,0,1,True,True
Alvèrois,Nm,Alvèroise,0,1,True,True
Alverton,Nm,Alvertonne,0,1,True,True
Alvignacois,Nm,Alvignacoise,0,1,True,True
Alvimarais,Nm,Alvimaraise,0,1,True,True
Alzatmontain,Nm,Alzatmontaine,0,1,True,True
Alzenois,Nm,Alzenoise,0,1,True,True
Alzonais,Nm,Alzonaise,0,1,True,True
Alzonnois,Nm,Alzonnoise,0,1,True,True
amadoueur,Nm,amadoueuse,0,0,True,True
Amadourien,Nm,Amadourienne,0,1,True,True
Amageois,Nm,Amageoise,0,1,True,True
Amalien,Nm,Amalienne,0,1,True,True
Amancien,Nm,Amancienne,0,1,True,True
Amançois,Nm,Amançoise,0,1,True,True
Amandin,Nm,Amandine,0,1,True,True
Amandinois,Nm,Amandinoise,0,1,True,True
Amangeois,Nm,Amangeoise,0,1,True,True
Amanlisien,Nm,Amanlisienne,0,1,True,True
amant,Nm,amante;maîtresse,0,0,True,True
Amanvillois,Nm,Amanvilloise,0,1,True,True
amapien,Nm,amapienne,0,0,True,True
Amarensois,Nm,Amarensoise,0,1,True,True
amareyeur,Nm,amareyeuse,0,0,True,True
amasseur,Nm,amasseuse,0,0,True,True
amateur,Nm,amatrice,0,0,True,True
Amaytois,Nm,Amaytoise,0,1,True,True
Amazycois,Nm,Amazycoise,0,1,True,True
Ambacien,Nm,Ambacienne,0,1,True,True
Ambacurtien,Nm,Ambacurtienne,0,1,True,True
Ambairacois,Nm,Ambairacoise,0,1,True,True
Ambarésien,Nm,Ambarésienne,0,1,True,True
Ambarrois,Nm,Ambarroise,0,1,True,True
ambassadeur,Nm,ambassadrice,0,0,True,False
Ambaxois,Nm,Ambaxoise,0,1,True,True
Ambazacois,Nm,Ambazacoise,0,1,True,True
Ambellipontain,Nm,Ambellipontaine,0,1,True,True
Ambellon,Nm,Ambellonne,0,1,True,True
Ambellousien,Nm,Ambellousienne,0,1,True,True
Ambenaysien,Nm,Ambenaysienne,0,1,True,True
Ambéracois,Nm,Ambéracoise,0,1,True,True
Amberlouvier,Nm,Amberlouvière,0,1,True,True
Ambernacois,Nm,Ambernacoise,0,1,True,True
Amberrois,Nm,Amberroise,0,1,True,True
Ambertois,Nm,Ambertoise,0,1,True,True
Ambésien,Nm,Ambésienne,0,1,True,True
Ambeuvlais,Nm,Ambeuvlaise,0,1,True,True
Ambialetois,Nm,Ambialetoise,0,1,True,True
Ambierlois,Nm,Ambierloise,0,1,True,True
Ambigarien,Nm,Ambigarienne,0,1,True,True
Ambillien,Nm,Ambillienne,0,1,True,True
ambitieux,Nm,ambitieuse,0,0,False,True
Ambivallois,Nm,Ambivalloise,0,1,True,True
Amblainvillois,Nm,Amblainvilloise,0,1,True,True
Amblenois,Nm,Amblenoise,0,1,True,True
Ambléonais,Nm,Ambléonaise,0,1,True,True
Ambleteusois,Nm,Ambleteusoise,0,1,True,True
Amblevillois,Nm,Amblevilloise,0,1,True,True
Ambliais,Nm,Ambliaise,0,1,True,True
Ambligeois,Nm,Ambligeoise,0,1,True,True
Amblimontais,Nm,Amblimontaise,0,1,True,True
Amblinois,Nm,Amblinoise,0,1,True,True
Amboisien,Nm,Amboisienne,0,1,True,True
Ambonilien,Nm,Ambonilienne,0,1,True,True
Ambonnais,Nm,Ambonnaise,0,1,True,True
Ambonvillois,Nm,Ambonvilloise,0,1,True,True
Amboriverain,Nm,Amboriveraine,0,1,True,True
Ambricourtois,Nm,Ambricourtoise,0,1,True,True
Ambriérois,Nm,Ambriéroise,0,1,True,True
Ambrinois,Nm,Ambrinoise,0,1,True,True
Ambroisien,Nm,Ambroisienne,0,1,True,True
Ambrugeacois,Nm,Ambrugeacoise,0,1,True,True
Ambrumesnilais,Nm,Ambrumesnilaise,0,1,True,True
Ambrunois,Nm,Ambrunoise,0,1,True,True
Ambrusien,Nm,Ambrusienne,0,1,True,True
ambulancier,Nm,ambulancière,0,0,True,True
Amélien,Nm,Amélienne,0,1,True,True
améliorateur,Nm,amélioratrice,0,0,True,True
aménageur,Nm,aménageuse,0,0,True,True
aménagiste,Nm,aménagiste,1,0,True,True
Amenucourtais,Nm,Amenucourtaise,0,1,True,True
Américain,Nm,Américaine,0,1,True,True
américain,Nm,américaine,0,0,True,True
américanisant,Nm,américanisante,0,0,True,True
américaniste,Nm,américaniste,1,0,True,True
Américano-Libérien,Nm,Américano-Libérienne,0,1,True,True
amérindianisant,Nm,amérindianisante,0,0,True,True
amérindianiste,Nm,amérindianiste,1,0,True,True
Amérindien,Nm,Amérindienne,0,1,True,True
amérindien,Nm,amérindienne,0,0,True,True
Ameugnaquois,Nm,Ameugnaquoise,0,1,True,True
Amfrevillais,Nm,Amfrevillaise,0,1,True,True
amibien,Nm,amibienne,0,0,True,True
amidonnier,Nm,amidonnière,0,0,True,True
Amiénois,Nm,Amiénoise,0,1,True,True
Amifontenois,Nm,Amifontenoise,0,1,True,True
Amignyrouysien,Nm,Amignyrouysienne,0,1,True,True
Amillisien,Nm,Amillisienne,0,1,True,True
Amillois,Nm,Amilloise,0,1,True,True
Amillysien,Nm,Amillysienne,0,1,True,True
Amionnais,Nm,Amionnaise,0,1,True,True
Amiratois,Nm,Amiratoise,0,1,True,True
Ammerschwihrien,Nm,Ammerschwihrienne,0,1,True,True
Amnévillois,Nm,Amnévilloise,0,1,True,True
amodiateur,Nm,amodiatrice,0,0,True,True
Amois,Nm,Amoise,0,1,True,True
Amollois,Nm,Amolloise,0,1,True,True
amonceleur,Nm,amonceleuse,0,0,True,True
Amoncourtois,Nm,Amoncourtoise,0,1,True,True
Amondanais,Nm,Amondanaise,0,1,True,True
Amoninois,Nm,Amoninoise,0,1,True,True
amoraliste,Nm,amoraliste,1,0,True,True
amorceur,Nm,amorceuse,0,0,True,True
Amossien,Nm,Amossienne,0,1,True,True
Amossois,Nm,Amossoise,0,1,True,True
Amougicien,Nm,Amougicienne,0,1,True,True
amoureux,Nm,amoureuse,0,0,False,True
Ampellois,Nm,Ampelloise,0,1,True,True
ampélographe,Nm,ampélographe,1,0,True,True
Ampilliacien,Nm,Ampilliacienne,0,1,True,True
Ampillien,Nm,Ampillienne,0,1,True,True
Amplepuisien,Nm,Amplepuisienne,0,1,True,True
amplificateur,Nm,amplificatrice,0,0,True,True
Ampliois,Nm,Amplioise,0,1,True,True
Amponvillois,Nm,Amponvilloise,0,1,True,True
Ampsinois,Nm,Ampsinoise,0,1,True,True
Ampuisais,Nm,Ampuisaise,0,1,True,True
ampullaire,Nm,ampullaire,1,0,True,True
Ampusien,Nm,Ampusienne,0,1,True,True
amuseur,Nm,amuseuse,0,0,True,True
anabaptiste,Nm,anabaptiste,1,0,True,True
Anaclois,Nm,Anacloise,0,1,True,True
Anaisien,Nm,Anaisienne,0,1,True,True
analyste-programmeur,Nm,analyste-programmeure,0,0,True,False
Ananois,Nm,Ananoise,0,1,True,True
anarchisant,Nm,anarchisante,0,0,True,True
anarchiste,Nm,anarchiste,1,0,True,True
anarcho-syndicaliste,Nm,anarcho-syndicaliste,1,0,True,True
anarchosyndicaliste,Nm,anarchosyndicaliste,1,0,True,True
Anastasien,Nm,Anastasienne,0,1,True,True
Anatolien,Nm,Anatolienne,0,1,True,True
anatolien,Nm,anatolienne,0,0,True,True
anatomopathologiste,Nm,anatomopathologiste,1,0,True,True
Ançais,Nm,Ançaise,0,1,True,True
Ancéacquais,Nm,Ancéacquaise,0,1,True,True
Ancéaquais,Nm,Ancéaquaise,0,1,True,True
Anceaumevillais,Nm,Anceaumevillaise,0,1,True,True
Ancellois,Nm,Ancelloise,0,1,True,True
Ancelois,Nm,Anceloise,0,1,True,True
Ancenien,Nm,Ancenienne,0,1,True,True
Ancervillois,Nm,Ancervilloise,0,1,True,True
ancien,Nm,ancienne,0,0,True,True
Ancilévien,Nm,Ancilévienne,0,1,True,True
Ancinnois,Nm,Ancinnoise,0,1,True,True
Ancinois,Nm,Ancinoise,0,1,True,True
Ancizanois,Nm,Ancizanoise,0,1,True,True
Ancizois,Nm,Ancizoise,0,1,True,True
Ancônais,Nm,Ancônaise,0,1,True,True
Ancônitain,Nm,Ancônitaine,0,1,True,True
Ancourtais,Nm,Ancourtaise,0,1,True,True
Ancourtevillais,Nm,Ancourtevillaise,0,1,True,True
Ancretiévillais,Nm,Ancretiévillaise,0,1,True,True
Ancrettevillais,Nm,Ancrettevillaise,0,1,True,True
Anctovillais,Nm,Anctovillaise,0,1,True,True
andaineur,Nm,andaineuse,0,0,True,True
Andancettois,Nm,Andancettoise,0,1,True,True
Andançois,Nm,Andançoise,0,1,True,True
Andardais,Nm,Andardaise,0,1,True,True
Andelais,Nm,Andelaise,0,1,True,True
Andelarochois,Nm,Andelarochoise,0,1,True,True
Andelarrois,Nm,Andelarroise,0,1,True,True
Andelnanais,Nm,Andelnanaise,0,1,True,True
Andelocien,Nm,Andelocienne,0,1,True,True
Andelotien,Nm,Andelotienne,0,1,True,True
Andelusien,Nm,Andelusienne,0,1,True,True
Andelysien,Nm,Andelysienne,0,1,True,True
Andennais,Nm,Andennaise,0,1,True,True
Andéolais,Nm,Andéolaise,0,1,True,True
Andéolien,Nm,Andéolienne,0,1,True,True
Anderlechtois,Nm,Anderlechtoise,0,1,True,True
Anderlusien,Nm,Anderlusienne,0,1,True,True
Andernois,Nm,Andernoise,0,1,True,True
Andernosien,Nm,Andernosienne,0,1,True,True
Andevillien,Nm,Andevillienne,0,1,True,True
Andillacois,Nm,Andillacoise,0,1,True,True
Andillais,Nm,Andillaise,0,1,True,True
Andillien,Nm,Andillienne,0,1,True,True
Andillois,Nm,Andilloise,0,1,True,True
Andlavien,Nm,Andlavienne,0,1,True,True
Andolsheimois,Nm,Andolsheimoise,0,1,True,True
Andonnais,Nm,Andonnaise,0,1,True,True
Andonvillois,Nm,Andonvilloise,0,1,True,True
Andornois,Nm,Andornoise,0,1,True,True
Andosien,Nm,Andosienne,0,1,True,True
Andouguois,Nm,Andouguoise,0,1,True,True
Andréanais,Nm,Andréanaise,0,1,True,True
Andréatain,Nm,Andréataine,0,1,True,True
Andrébertotois,Nm,Andrébertotoise,0,1,True,True
Andrécézois,Nm,Andrécézoise,0,1,True,True
Andreinais,Nm,Andreinaise,0,1,True,True
Andréjeannois,Nm,Andréjeannoise,0,1,True,True
Andrélancizois,Nm,Andrélancizoise,0,1,True,True
Andrémajencoulois,Nm,Andrémajencouloise,0,1,True,True
Andresien,Nm,Andresienne,0,1,True,True
Andrésien,Nm,Andrésienne,0,1,True,True
Andrestois,Nm,Andrestoise,0,1,True,True
Andrezélien,Nm,Andrezélienne,0,1,True,True
Andrézien-Bouthéonnais,Nm,Andrézienne-Bouthéonnaise,0,1,True,True
Androgien,Nm,Androgienne,0,1,True,True
andrologiste,Nm,andrologiste,1,0,True,True
Andronycien,Nm,Andronycienne,0,1,True,True
androphobe,Nm,androphobe,1,0,True,True
Anduzien,Nm,Anduzienne,0,1,True,True
âne,Nm,ânesse,0,0,False,True
anecdotier,Nm,anecdotière,0,0,True,True
anecdotiste,Nm,anecdotiste,1,0,True,True
Anéresien,Nm,Anéresienne,0,1,True,True
anesthésiologiste,Nm,anesthésiologiste,1,0,True,True
anesthésiste,Nm,anesthésiste,1,0,True,True
Anétais,Nm,Anétaise,0,1,True,True
Anetzien,Nm,Anetzienne,0,1,True,True
Angaïsais,Nm,Angaïsaise,0,1,True,True
Ange-Gardienois,Nm,Ange-Gardienoise,0,1,True,True
Angeacais,Nm,Angeacaise,0,1,True,True
Angélien,Nm,Angélienne,0,1,True,True
Angelin,Nm,Angeline,0,1,True,True
Angelinois,Nm,Angelinoise,0,1,True,True
angéliste,Nm,angéliste,1,0,True,True
Angèloirien,Nm,Angèloirienne,0,1,True,True
Angelois,Nm,Angeloise,0,1,True,True
Angelusien,Nm,Angelusienne,0,1,True,True
Angérien,Nm,Angérienne,0,1,True,True
Angerlais,Nm,Angerlaise,0,1,True,True
Angervillais,Nm,Angervillaise,0,1,True,True
Angervilliérois,Nm,Angervilliéroise,0,1,True,True
Angervillois,Nm,Angervilloise,0,1,True,True
Angevillois,Nm,Angevilloise,0,1,True,True
Angevin,Nm,Angevine,0,1,True,True
angevin,Nm,angevine,0,0,True,True
Angicourtois,Nm,Angicourtoise,0,1,True,True
Angillonnais,Nm,Angillonnaise,0,1,True,True
Anglacois,Nm,Anglacoise,0,1,True,True
Angladais,Nm,Angladaise,0,1,True,True
anglais,Nm,anglaise,0,0,True,True
Anglarsois,Nm,Anglarsoise,0,1,True,True
Anglélixois,Nm,Anglélixoise,0,1,True,True
Anglemontais,Nm,Anglemontaise,0,1,True,True
Anglésien,Nm,Anglésienne,0,1,True,True
Anglesois,Nm,Anglesoise,0,1,True,True
Anglesquevillais,Nm,Anglesquevillaise,0,1,True,True
Angleurois,Nm,Angleuroise,0,1,True,True
angliciste,Nm,angliciste,1,0,True,True
Anglier,Nm,Anglière,0,1,True,True
anglo-américain,Nm,anglo-américaine,0,0,True,True
anglo-saxon,Nm,anglo-saxonne,0,0,True,True
Anglois,Nm,Angloise,0,1,True,True
anglophobe,Nm,anglophobe,1,0,True,True
anglophonophobe,Nm,anglophonophobe,1,0,True,True
Angluron,Nm,Angluronne,0,1,True,True
Angoissais,Nm,Angoissaise,0,1,True,True
Angolais,Nm,Angolaise,0,1,True,True
angolais,Nm,angolaise,0,0,True,True
Angosois,Nm,Angosoise,0,1,True,True
Angoulinois,Nm,Angoulinoise,0,1,True,True
Angoumois,Nm,Angoumoise,0,1,True,True
Angoumoisin,Nm,Angoumoisine,0,1,True,True
Angousien,Nm,Angousienne,0,1,True,True
Angoustrinois,Nm,Angoustrinoise,0,1,True,True
Angovillais,Nm,Angovillaise,0,1,True,True
Angrellois,Nm,Angrelloise,0,1,True,True
Angressois,Nm,Angressoise,0,1,True,True
Angrien,Nm,Angrienne,0,1,True,True
Angrois,Nm,Angroise,0,1,True,True
angrophobe,Nm,angrophobe,1,0,True,True
Anguilcourtois,Nm,Anguilcourtoise,0,1,True,True
Anhétois,Nm,Anhétoise,0,1,True,True
Anhiersois,Nm,Anhiersoise,0,1,True,True
Anianais,Nm,Anianaise,0,1,True,True
Anicetois,Nm,Anicetoise,0,1,True,True
Anichois,Nm,Anichoise,0,1,True,True
ânichon,Nm,ânichonne,0,0,True,True
ânier,Nm,ânière,0,0,True,True
animalculiste,Nm,animalculiste,1,0,True,True
animalier,Nm,animalière,0,0,True,True
animaliste,Nm,animaliste,1,0,True,True
animateur,Nm,animatrice,0,0,True,True
animiste,Nm,animiste,1,0,True,True
Anisien,Nm,Anisienne,0,1,True,True
Anizien,Nm,Anizienne,0,1,True,True
Anjeannois,Nm,Anjeannoise,0,1,True,True
Anjouinais,Nm,Anjouinaise,0,1,True,True
Anjoulois,Nm,Anjouloise,0,1,True,True
Anjoutinois,Nm,Anjoutinoise,0,1,True,True
Anlageois,Nm,Anlageoise,0,1,True,True
Anlezycois,Nm,Anlezycoise,0,1,True,True
Anloisien,Nm,Anloisienne,0,1,True,True
Annabellevois,Nm,Annabellevoise,0,1,True,True
annamitisant,Nm,annamitisante,0,0,True,True
Annavillois,Nm,Annavilloise,0,1,True,True
Annaysien,Nm,Annaysienne,0,1,True,True
Annebaultais,Nm,Annebaultaise,0,1,True,True
Annécien,Nm,Annécienne,0,1,True,True
Annelacois,Nm,Annelacoise,0,1,True,True
Annellois,Nm,Annelloise,0,1,True,True
Annemassien,Nm,Annemassienne,0,1,True,True
Annemontois,Nm,Annemontoise,0,1,True,True
Annéotien,Nm,Annéotienne,0,1,True,True
Anneplainois,Nm,Anneplainoise,0,1,True,True
Annepontois,Nm,Annepontoise,0,1,True,True
Annequinois,Nm,Annequinoise,0,1,True,True
Annericien,Nm,Annericienne,0,1,True,True
Annessois,Nm,Annessoise,0,1,True,True
Annetois,Nm,Annetoise,0,1,True,True
Anneusien,Nm,Anneusienne,0,1,True,True
Annevillais,Nm,Annevillaise,0,1,True,True
Annevoien,Nm,Annevoienne,0,1,True,True
annexionniste,Nm,annexionniste,1,0,True,True
Anneyronnais,Nm,Anneyronnaise,0,1,True,True
Annezien,Nm,Annezienne,0,1,True,True
Annezinois,Nm,Annezinoise,0,1,True,True
annihilateur,Nm,annihilatrice,0,0,True,True
Annœullinois,Nm,Annœullinoise,0,1,True,True
Annoirien,Nm,Annoirienne,0,1,True,True
Annois,Nm,Annoise,0,1,True,True
annonceur,Nm,annonceuse,0,0,True,True
annonciateur,Nm,annonciatrice,0,0,True,True
annoncier,Nm,annoncière,0,0,True,True
Annonçois,Nm,Annonçoise,0,1,True,True
Annotain,Nm,Annotaine,0,1,True,True
annotateur,Nm,annotatrice,0,0,True,True
Annouvillais,Nm,Annouvillaise,0,1,True,True
Annouxois,Nm,Annouxoise,0,1,True,True
ânonneur,Nm,ânonneuse,0,0,True,True
Anorien,Nm,Anorienne,0,1,True,True
Anosien,Nm,Anosienne,0,1,True,True
Anostien,Nm,Anostienne,0,1,True,True
Anquetiervillais,Nm,Anquetiervillaise,0,1,True,True
Ansacois,Nm,Ansacoise,0,1,True,True
Ansacquois,Nm,Ansacquoise,0,1,True,True
Ansannais,Nm,Ansannaise,0,1,True,True
Ansauvillersois,Nm,Ansauvillersoise,0,1,True,True
Ansculfussien,Nm,Ansculfussienne,0,1,True,True
Anse-aux-Fraisois,Nm,Anse-aux-Fraisoise,0,1,True,True
Anselmois,Nm,Anselmoise,0,1,True,True
Anseremmois,Nm,Anseremmoise,0,1,True,True
Ansérien,Nm,Ansérienne,0,1,True,True
Anservillois,Nm,Anservilloise,0,1,True,True
Ansignanais,Nm,Ansignanaise,0,1,True,True
Ansois,Nm,Ansoise,0,1,True,True
Ansostois,Nm,Ansostoise,0,1,True,True
Ansouisien,Nm,Ansouisienne,0,1,True,True
Anstinois,Nm,Anstinoise,0,1,True,True
Antagnacais,Nm,Antagnacaise,0,1,True,True
antagoniste,Nm,antagoniste,1,0,True,True
antécien,Nm,antécienne,0,0,True,True
antéclaviste,Nm,antéclaviste,1,0,True,True
Antéjacien,Nm,Antéjacienne,0,1,True,True
antenaire,Nm,antenaire,1,0,True,True
antenais,Nm,antenaise,0,0,True,True
antenniste,Nm,antenniste,1,0,True,True
antenois,Nm,antenoise,0,0,True,True
Anteuillois,Nm,Anteuilloise,0,1,True,True
Antezantais,Nm,Antezantaise,0,1,True,True
Antheluptois,Nm,Antheluptoise,0,1,True,True
Anthenais,Nm,Anthenaise,0,1,True,True
Anthésien,Nm,Anthésienne,0,1,True,True
Anthisnois,Nm,Anthisnoise,0,1,True,True
anthologiste,Nm,anthologiste,1,0,True,True
Anthonois,Nm,Anthonoise,0,1,True,True
anthropologiste,Nm,anthropologiste,1,0,True,True
anthropomorphiste,Nm,anthropomorphiste,1,0,True,True
Anthychois,Nm,Anthychoise,0,1,True,True
anti-américain,Nm,anti-américaine,0,0,True,True
anti-antifasciste,Nm,anti-antifasciste,1,0,True,True
anti-belliciste,Nm,anti-belliciste,1,0,True,True
anti-chasseur,Nm,anti-chasseur,1,0,True,False
anti-dreyfusard,Nm,anti-dreyfusarde,0,0,True,True
anti-impérialiste,Nm,anti-impérialiste,1,0,True,True
anti-malthusien,Nm,anti-malthusiene,0,0,True,False
anti-mondialiste,Nm,anti-mondialiste,1,0,True,True
anti-nationaliste,Nm,anti-nationaliste,1,0,True,True
anti-nucléaire,Nm,anti-nucléaire,1,0,True,True
anti-taurin,Nm,anti-taurine,0,0,True,True
antiaméricain,Nm,antiaméricaine,0,0,True,True
antiautoritaire,Nm,antiautoritaire,1,0,True,True
Antibois,Nm,Antiboise,0,1,True,True
anticatalaniste,Nm,anticatalaniste,1,0,True,True
Antichanais,Nm,Antichanaise,0,1,True,True
Antichanois,Nm,Antichanoise,0,1,True,True
antichasseur,Nm,antichasseur,1,0,True,False
antichrétien,Nm,antichrétienne,0,0,True,True
anticolonialiste,Nm,anticolonialiste,1,0,True,True
anticommuniste,Nm,anticommuniste,1,0,True,True
anticoncordataire,Nm,anticoncordataire,1,0,True,True
anticontagionniste,Nm,anticontagionniste,1,0,True,True
antiesclavagiste,Nm,antiesclavagiste,1,0,True,True
antifasciste,Nm,antifasciste,1,0,True,True
antiféministe,Nm,antiféministe,1,0,True,True
antifrançais,Nm,antifrançaise,0,0,True,True
Antignacois,Nm,Antignacoise,0,1,True,True
Antignois,Nm,Antignoise,0,1,True,True
Antignolais,Nm,Antignolaise,0,1,True,True
Antiguais,Nm,Antiguaise,0,1,True,True
Antiguais-Barbudien,Nm,Antiguaise-Barbudienne,0,1,True,True
Antillais,Nm,Antillaise,0,1,True,True
antillais,Nm,antillaise,0,0,True,True
antimaïmoniste,Nm,antimaïmoniste,1,0,True,True
antimilitariste,Nm,antimilitariste,1,0,True,True
antimonarchiste,Nm,antimonarchiste,1,0,True,True
antimondialiste,Nm,antimondialiste,1,0,True,True
antinationaliste,Nm,antinationaliste,1,0,True,True
Antinnien,Nm,Antinnienne,0,1,True,True
Antinois,Nm,Antinoise,0,1,True,True
antinomien,Nm,antinomienne,0,0,True,True
antinomiste,Nm,antinomiste,1,0,True,True
antinucléaire,Nm,antinucléaire,1,0,True,True
antipapiste,Nm,antipapiste,1,0,True,True
antiparasitaire,Nm,antiparasitaire,1,0,True,True
antiparlementaire,Nm,antiparlementaire,1,0,True,True
antiparlementariste,Nm,antiparlementariste,1,0,True,True
antiparticulariste,Nm,antiparticulariste,1,0,True,True
antipéroniste,Nm,antipéroniste,1,0,True,True
antipodiste,Nm,antipodiste,1,0,True,True
Antipolitain,Nm,Antipolitaine,0,1,True,True
antiprogressiste,Nm,antiprogressiste,1,0,True,True
antiprohibitionniste,Nm,antiprohibitionniste,1,0,True,True
antiprotectionniste,Nm,antiprotectionniste,1,0,True,True
antiquaire,Nm,antiquaire,1,0,True,True
antiquiste,Nm,antiquiste,1,0,True,True
antiraciste,Nm,antiraciste,1,0,True,True
antirationaliste,Nm,antirationaliste,1,0,True,True
antirépublicain,Nm,antirépublicaine,0,0,True,True
antirevisionniste,Nm,antirevisionniste,1,0,True,True
antirévisionniste,Nm,antirévisionniste,1,0,True,True
antirévolutionnaire,Nm,antirévolutionnaire,1,0,True,True
Antisantais,Nm,Antisantaise,0,1,True,True
antiscien,Nm,antiscien,1,0,True,False
antisioniste,Nm,antisioniste,1,0,True,True
antispiritualiste,Nm,antispiritualiste,1,0,True,True
antistalinien,Nm,antistalinienne,0,0,True,True
Antistois,Nm,Antistoise,0,1,True,True
antitaurin,Nm,antitaurine,0,0,True,True
antiterroriste,Nm,antiterroriste,1,0,True,True
antithéiste,Nm,antithéiste,1,0,True,True
antithétaire,Nm,antithétaire,1,0,True,True
antitrinitaire,Nm,antitrinitaire,1,0,True,True
Antoinien,Nm,Antoinienne,0,1,True,True
antoiniste,Nm,antoiniste,1,0,True,True
Antonais,Nm,Antonaise,0,1,True,True
Antonien,Nm,Antonienne,0,1,True,True
antonien,Nm,antonienne,0,0,True,True
Antonin,Nm,Antonine,0,1,True,True
Antoninien,Nm,Antoninienne,0,1,True,True
Antoninois,Nm,Antoninoise,0,1,True,True
Antraiguain,Nm,Antraiguaine,0,1,True,True
Antraiguais,Nm,Antraiguaise,0,1,True,True
Antrainais,Nm,Antrainaise,0,1,True,True
Antranais,Nm,Antranaise,0,1,True,True
Antrasois,Nm,Antrasoise,0,1,True,True
Antrassien,Nm,Antrassienne,0,1,True,True
Antrenois,Nm,Antrenoise,0,1,True,True
Antugnacois,Nm,Antugnacoise,0,1,True,True
anuptaphobe,Nm,anuptaphobe,1,0,True,True
Anversois,Nm,Anversoise,0,1,True,True
anversois,Nm,anversoise,0,0,True,True
Anvévillais,Nm,Anvévillaise,0,1,True,True
Anvinois,Nm,Anvinoise,0,1,True,True
anxieux,Nm,anxieuse,0,0,False,True
Anzinois,Nm,Anzinoise,0,1,True,True
Anzynois,Nm,Anzynoise,0,1,True,True
Aoustien,Nm,Aoustienne,0,1,True,True
aoutien,Nm,aoutienne,0,0,True,True
aoûtien,Nm,aoûtienne,0,0,True,True
Aouzien,Nm,Aouzienne,0,1,True,True
Apachois,Nm,Apachoise,0,1,True,True
apanagiste,Nm,apanagiste,1,0,True,True
apathéiste,Nm,apathéiste,1,0,True,True
Apchonnais,Nm,Apchonnaise,0,1,True,True
apériteur,Nm,apériteuse,0,0,True,True
aphoriste,Nm,aphoriste,1,0,True,True
apiculteur,Nm,apicultrice,0,0,True,True
apiéceur,Nm,apiéceuse,0,0,True,True
Apinaquois,Nm,Apinaquoise,0,1,True,True
aplaigneur,Nm,aplaigneuse,0,0,True,True
