nm	nf	epicene	proper_noun	catégorie
battant	battante	0.0	0.0	Nm
batteur	batteuse	0.0	0.0	Nm
baudelairien	baudelairienne	0.0	0.0	Nm
bavard	bavarde	0.0	0.0	Nm
bavarois	bavaroise	0.0	0.0	Nm
baveux	baveuse	0.0	0.0	Nm
bayeur	bayeuse	0.0	0.0	Nm
Bayonnais	Bayonnaise	0.0	1.0	Nm
bayonnais	bayonnaise	0.0	0.0	Nm
béarnais	béarnaise	0.0	0.0	Nm
béat	béate	0.0	0.0	Nm
beau	belle	0.0	0.0	Nm
beau-fils	belle-fille	0.0	0.0	Nm
beau-frère	belle-sœur	0.0	0.0	Nm
beau-père	belle-mère	0.0	0.0	Nm
beauceron	beauceronne	0.0	0.0	Nm
bécassot	bécasse	0.0	0.0	Nm
bêcheur	bêcheuse	0.0	0.0	Nm
Bédouin	Bédouine	0.0	1.0	Nm
bédouin	bédouine	0.0	0.0	Nm
bégayeur	bégayeuse	0.0	0.0	Nm
bègue	bègue	1.0	0.0	Nm
bégueule	bégueule	1.0	0.0	Nm
béguin	béguine	0.0	0.0	Nm
Belge	Belge	1.0	1.0	Nm
belge	belge	1.0	0.0	Nm
Bélier	Bélier	1.0	1.0	Nm
bélier	brebis	0.0	0.0	Nm
Bélizien	Bélizienne	0.0	1.0	Nm
bellettrien	bellettrienne	0.0	0.0	Nm
bellevillois	bellevilloise	0.0	0.0	Nm
bénéficiaire	bénéficiaire	1.0	0.0	Nm
bénéficier	bénéficière	0.0	0.0	Nm
bénévole	bénévole	1.0	0.0	Nm
Bengali	Bengali	1.0	1.0	Nm
bénisseur	bénisseuse	0.0	0.0	Nm
benjamin	benjamine	0.0	0.0	Nm
benoîton	benoîtonne	0.0	0.0	Nm
béotien	béotienne	0.0	0.0	Nm
béquet	béquette	0.0	0.0	Nm
béquillard	béquillarde	0.0	0.0	Nm
berbérophone	berbérophone	1.0	0.0	Nm
berceur	berceuse	0.0	0.0	Nm
berdelleur	berdelleuse	0.0	0.0	Nm
bergamasque	bergamasque	1.0	0.0	Nm
berger	bergère	0.0	0.0	Nm
berkeleyen	berkeleyenne	0.0	0.0	Nm
berlinois	berlinoise	0.0	0.0	Nm
bermier	bermière	0.0	0.0	Nm
bermudien	bermudienne	0.0	0.0	Nm
bernardin	bernardine	0.0	0.0	Nm
berrichon	berrichonne	0.0	0.0	Nm
bêta	bêtasse	0.0	0.0	Nm
beur	beurette	0.0	0.0	Nm
beurgeois	beurgeoise	0.0	0.0	Nm
beurrier	beurrière	0.0	0.0	Nm
beyliste	beyliste	1.0	0.0	Nm
bi	bi	1.0	0.0	Nm
biaiseur	biaiseuse	0.0	0.0	Nm
biathlète	biathlète	1.0	0.0	Nm
bibeloteur	bibeloteuse	0.0	0.0	Nm
bibelotier	bibelotière	0.0	0.0	Nm
biberon	biberonne	0.0	0.0	Nm
bibliothécaire	bibliothécaire	1.0	0.0	Nm
bibliovore	bibliovore	1.0	0.0	Nm
bibliste	bibliste	1.0	0.0	Nm
bicentenaire	bicentenaire	1.0	0.0	Nm
bichon	bichonne	0.0	0.0	Nm
bichonneur	bichonneuse	0.0	0.0	Nm
bicot	bicote|bicotte	0.0	0.0	Nm
bicurieux	bicurieuse	0.0	0.0	Nm
bicycliste	bicycliste	1.0	0.0	Nm
bidouilleur	bidouilleuse	0.0	0.0	Nm
bienfaiteur	bienfaitrice|bienfaiteuse	0.0	0.0	Nm
bienheureux	bienheureuse	0.0	0.0	Nm
bienvenu	bienvenue	0.0	0.0	Nm
bigame	bigame	1.0	0.0	Nm
bigle	biglesse	0.0	0.0	Nm
bigleux	bigleuse	0.0	0.0	Nm
bigot	bigote	0.0	0.0	Nm
bigouden	bigouden	1.0	0.0	Nm
bijambiste	bijambiste	1.0	0.0	Nm
bijoutier	bijoutière	0.0	0.0	Nm
bilieux	bilieuse	0.0	0.0	Nm
billettiste	billettiste	1.0	0.0	Nm
billonneur	billonneuse	0.0	0.0	Nm
binational	binationale	0.0	0.0	Nm
biochimiste	biochimiste	1.0	0.0	Nm
bioclimatologue	bioclimatologue	1.0	0.0	Nm
bioéthicien	bioéthicienne	0.0	0.0	Nm
biogéochimiste	biogéochimiste	1.0	0.0	Nm
biogéographe	biogéographe	1.0	0.0	Nm
biographe	biographe	1.0	0.0	Nm
bioingénieur	bioingénieure	0.0	0.0	Nm
biologiste	biologiste	1.0	0.0	Nm
biologue	biologue	1.0	0.0	Nm
biomécanicien	biomécanicienne	0.0	0.0	Nm
biophysicien	biophysicienne	0.0	0.0	Nm
biostatisticien	biostatisticienne	0.0	0.0	Nm
biotechnicien	biotechnicienne	0.0	0.0	Nm
biotechnologue	biotechnologue	1.0	0.0	Nm
Birman	Birmane	0.0	1.0	Nm
birman	birmane	0.0	0.0	Nm
biscaïen	biscaïenne	0.0	0.0	Nm
biseauteur	biseauteuse	0.0	0.0	Nm
bistro	bistrote	0.0	0.0	Nm
bistrophile	bistrophile	1.0	0.0	Nm
black	black	1.0	0.0	Nm
blagueur	blagueuse	0.0	0.0	Nm
Blanc	Blanche	0.0	1.0	Nm
blanc	blanche	0.0	0.0	Nm
blanchisseur	blanchisseuse	0.0	0.0	Nm
blanquiste	blanquiste	1.0	0.0	Nm
blasé	blasée	0.0	0.0	Nm
blasphémateur	blasphématrice	0.0	0.0	Nm
blédard	blédarde	0.0	0.0	Nm
blemmophobe	blemmophobe	1.0	0.0	Nm
blèse	blèse	1.0	0.0	Nm
bleu	bleue	0.0	0.0	Nm
blogueur	blogueuse	0.0	0.0	Nm
blond	blonde	0.0	0.0	Nm
bluffeur	bluffeuse	0.0	0.0	Nm
bobeur	bobeuse	0.0	0.0	Nm
bœuf	vache	0.0	0.0	Nm
bogomile	bogomile	1.0	0.0	Nm
bogue	bogue	1.0	0.0	Nm
bohémien	bohémienne	0.0	0.0	Nm
boiseur	boiseuse	0.0	0.0	Nm
boiseux	boiseuse	0.0	0.0	Nm
boit-sans-soif	boit-sans-soif	1.0	0.0	Nm
boiteux	boiteuse	0.0	0.0	Nm
bolchevik	bolchevik	1.0	0.0	Nm
bolonais	bolonaise	0.0	0.0	Nm
bombeur	bombeuse	0.0	0.0	Nm
bon	bonne	0.0	0.0	Nm
bonapartiste	bonapartiste	1.0	0.0	Nm
bondieusard	bondieusarde	0.0	0.0	Nm
bonimenteur	bonimenteuse	0.0	0.0	Nm
bonisseur	bonisseuse	0.0	0.0	Nm
bonjourier	bonjourière	0.0	0.0	Nm
bonnetier	bonnetière	0.0	0.0	Nm
bonze	bonzesse	0.0	0.0	Nm
bordelais	bordelaise	0.0	0.0	Nm
bordier	bordière	0.0	0.0	Nm
Bordure	Bordure	1.0	1.0	Nm
bordurier	bordurière	0.0	0.0	Nm
borgne	borgne	1.0	0.0	Nm
boschiman	boschimane	0.0	0.0	Nm
bosco	boscote	0.0	0.0	Nm
Bosniaque	Bosniaque	1.0	1.0	Nm
bosniaque	bosniaque	1.0	0.0	Nm
boss	boss	1.0	0.0	Nm
bosseur	bosseuse	0.0	0.0	Nm
Bostonien	Bostonienne	0.0	1.0	Nm
botaniste	botaniste	1.0	0.0	Nm
botanophile	botanophile	1.0	0.0	Nm
botteleur	botteleuse	0.0	0.0	Nm
bottier	bottière	0.0	0.0	Nm
bouc	bique|chèvre	0.0	0.0	Nm
boucanier	boucanière	0.0	0.0	Nm
boucher	bouchère	0.0	0.0	Nm
boudeur	boudeuse	0.0	0.0	Nm
boudinier	boudinière	0.0	0.0	Nm
bouffeur	bouffeuse	0.0	0.0	Nm
bouffon	bouffonne	0.0	0.0	Nm
bougon	bougonne	0.0	0.0	Nm
bougonneur	bougonneuse	0.0	0.0	Nm
bougre	bougresse	0.0	0.0	Nm
bouilleur	bouilleuse	0.0	0.0	Nm
boulanger	boulangère	0.0	0.0	Nm
boulangiste	boulangiste	1.0	0.0	Nm
boulet	boulette	0.0	0.0	Nm
boulevardier	boulevardière	0.0	0.0	Nm
boulimique	boulimique	1.0	0.0	Nm
bouliste	bouliste	1.0	0.0	Nm
bouquetier	bouquetière	0.0	0.0	Nm
bouquiniste	bouquiniste	1.0	0.0	Nm
bourbakiste	bourbakiste	1.0	0.0	Nm
bourdeur	bourdeuse	0.0	0.0	Nm
bourdonneur	bourdonneuse	0.0	0.0	Nm
bourge	bourge	1.0	0.0	Nm
bourgeois	bourgeoise	0.0	0.0	Nm
bourgmestre	bourgmestre	1.0	0.0	Nm
bourguignon	bourguignonne	0.0	0.0	Nm
bourlingueur	bourlingueuse	0.0	0.0	Nm
bourreau	bourrelle	0.0	0.0	Nm
bourrelier	bourrelière	0.0	0.0	Nm
bourriquot	bourrique	0.0	0.0	Nm
boursicoteur	boursicoteuse	0.0	0.0	Nm
boursicotier	boursicotière	0.0	0.0	Nm
boursier	boursière	0.0	0.0	Nm
bousculeur	bousculeuse	0.0	0.0	Nm
boutiquier	boutiquière	0.0	0.0	Nm
boutonneux	boutonneuse	0.0	0.0	Nm
boutonnier	boutonnière	0.0	0.0	Nm
bouvier	bouvière	0.0	0.0	Nm
boxeur	boxeuse	0.0	0.0	Nm
boximusicophile	boximusicophile	1.0	0.0	Nm
braconnier	braconnière	0.0	0.0	Nm
bradeur	bradeuse	0.0	0.0	Nm
bragard	bragarde	0.0	0.0	Nm
braillard	braillarde	0.0	0.0	Nm
brailleur	brailleuse	0.0	0.0	Nm
brancardier	brancardière	0.0	0.0	Nm
branchouille	branchouille	1.0	0.0	Nm
brandevinier	brandevinière	0.0	0.0	Nm
branleur	branleuse	0.0	0.0	Nm
branque	branque	1.0	0.0	Nm
branquignol	branquignolle	0.0	0.0	Nm
braqueur	braqueuse	0.0	0.0	Nm
brasseur	brasseuse	0.0	0.0	Nm
brave	brave	1.0	0.0	Nm
brèche-dent	brèche-dent	1.0	0.0	Nm
bredouilleur	bredouilleuse	0.0	0.0	Nm
brelandier	brelandière	0.0	0.0	Nm
brétailleur	brétailleuse	0.0	0.0	Nm
breton	bretonne	0.0	0.0	Nm
bretonnant	bretonnante	0.0	0.0	Nm
bretteur	bretteuse	0.0	0.0	Nm
breveté	brevetée	0.0	0.0	Nm
brévigraphe	brévigraphe	1.0	0.0	Nm
bricoleur	bricoleuse	0.0	0.0	Nm
bridé	bridée	0.0	0.0	Nm
bridgeur	bridgeuse	0.0	0.0	Nm
brigadier	brigadière	0.0	0.0	Nm
brigueur	brigueuse	0.0	0.0	Nm
bringueur	bringueuse	0.0	0.0	Nm
briseur	briseuse	0.0	0.0	Nm
brittophone	brittophone	1.0	0.0	Nm
brocanteur	brocanteuse	0.0	0.0	Nm
brocardeur	brocardeuse	0.0	0.0	Nm
brodeur	brodeuse	0.0	0.0	Nm
bronchitique	bronchitique	1.0	0.0	Nm
bronzé	bronzée	0.0	0.0	Nm
bronzeur	bronzeuse	0.0	0.0	Nm
bronzier	bronzière	0.0	0.0	Nm
brosseur	brosseuse	0.0	0.0	Nm
brossier	brossière	0.0	0.0	Nm
brouetteur	brouetteuse	0.0	0.0	Nm
brouilleur	brouilleuse	0.0	0.0	Nm
broussailleur	broussailleuse	0.0	0.0	Nm
broussard	broussarde	0.0	0.0	Nm
brouteur	brouteuse	0.0	0.0	Nm
broyeur	broyeuse	0.0	0.0	Nm
Brugeois	Brugeoise	0.0	1.0	Nm
brugeois	brugeoise	0.0	0.0	Nm
bruiteur	bruiteuse	0.0	0.0	Nm
brûlé	brûlée	0.0	0.0	Nm
brûleur	brûleuse	0.0	0.0	Nm
brun	brune	0.0	0.0	Nm
brunet	brunette	0.0	0.0	Nm
brunschvicgien	brunschvicgienne	0.0	0.0	Nm
brutal	brutale	0.0	0.0	Nm
bruxellois	bruxelloise	0.0	0.0	Nm
bruxomane	bruxomane	1.0	0.0	Nm
bryologiste	bryologiste	1.0	0.0	Nm
buandier	buandière	0.0	0.0	Nm
bûcheron	bûcheronne	0.0	0.0	Nm
bûcheur	bûcheuse	0.0	0.0	Nm
Budza	Budza	1.0	1.0	Nm
buffetier	buffetière	0.0	0.0	Nm
buffle	bufflesse|bufflonne	0.0	0.0	Nm
Bukusu	Bukusu	1.0	1.0	Nm
Bulgare	Bulgare	1.0	1.0	Nm
bulgare	bulgare	1.0	0.0	Nm
buraliste	buraliste	1.0	0.0	Nm
bureaucrate	bureaucrate	1.0	0.0	Nm
bureauticien	bureauticienne	0.0	0.0	Nm
businessman	businesswoman	0.0	0.0	Nm
buteur	buteuse	0.0	0.0	Nm
butor	butorde	0.0	0.0	Nm
buvetier	buvetière	0.0	0.0	Nm
buveur	buveuse	0.0	0.0	Nm
cabaleur	cabaleuse	0.0	0.0	Nm
cabaliste	cabaliste	1.0	0.0	Nm
câbleur	câbleur	1.0	0.0	Nm
câbliste	câbliste	1.0	0.0	Nm
cabochard	cabocharde	0.0	0.0	Nm
cabotin	cabotine	0.0	0.0	Nm
cabrioleur	cabrioleuse	0.0	0.0	Nm
cachectique	cachectique	1.0	0.0	Nm
cacographe	cacographe	1.0	0.0	Nm
cacosmique	cacosmique	1.0	0.0	Nm
cactophile	cactophile	1.0	0.0	Nm
cadet	cadette	0.0	0.0	Nm
cadranier	cadranière	0.0	0.0	Nm
cadreur	cadreuse	0.0	0.0	Nm
cafard	cafarde	0.0	0.0	Nm
cafardeur	cafardeuse	0.0	0.0	Nm
caféiculteur	caféicultrice|caféiculteuse	0.0	0.0	Nm
caféinomane	caféinomane	1.0	0.0	Nm
cafetier	cafetière	0.0	0.0	Nm
cafiste	cafiste	1.0	0.0	Nm
cafouilleur	cafouilleuse	0.0	0.0	Nm
cafouilleux	cafouilleuse	0.0	0.0	Nm
cagnard	cagnarde	0.0	0.0	Nm
cagne	cagne	1.0	0.0	Nm
cagneux	cagneuse	0.0	0.0	Nm
cagot	cagote	0.0	0.0	Nm
cagou	cagou	1.0	0.0	Nm
caisseux	caisseuse	0.0	0.0	Nm
caissier	caissière	0.0	0.0	Nm
cajoleur	cajoleuse	0.0	0.0	Nm
calcéologiste	calcéologiste	1.0	0.0	Nm
calculateur	calculatrice	0.0	0.0	Nm
calembourdier	calembourdière	0.0	0.0	Nm
caleur	caleuse	0.0	0.0	Nm
calibreur	calibreuse	0.0	0.0	Nm
californien	californienne	0.0	0.0	Nm
câlineur	câlineuse	0.0	0.0	Nm
calligraphe	calligraphe	1.0	0.0	Nm
calomniateur	calomniatrice	0.0	0.0	Nm
calotin	calotine	0.0	0.0	Nm
calqueur	calqueuse	0.0	0.0	Nm
calviniste	calviniste	1.0	0.0	Nm
calybite	calybite	1.0	0.0	Nm
camarade	camarade	1.0	0.0	Nm
camard	camarde	0.0	0.0	Nm
camarguais	camarguaise	0.0	0.0	Nm
cambodgien	cambodgienne	0.0	0.0	Nm
cambrioleur	cambrioleuse	0.0	0.0	Nm
cambrousier	cambrousière	0.0	0.0	Nm
camelotier	camelotière	0.0	0.0	Nm
camérier	camérière	0.0	0.0	Nm
camériste	camériste	1.0	0.0	Nm
camionneur	camionneuse	0.0	0.0	Nm
camoufleur	camoufleuse	0.0	0.0	Nm
campagnard	campagnarde	0.0	0.0	Nm
campagniste	campagniste	1.0	0.0	Nm
campanien	campanienne	0.0	0.0	Nm
campaniste	campaniste	1.0	0.0	Nm
campeur	campeuse	0.0	0.0	Nm
camping-cariste	camping-cariste	1.0	0.0	Nm
camus	camuse	0.0	0.0	Nm
canadianiste	canadianiste	1.0	0.0	Nm
canadien	canadienne	0.0	0.0	Nm
canalisateur	canalisatrice|canalisateuse	0.0	0.0	Nm
cananéen	cananéenne	0.0	0.0	Nm
canard	cane	0.0	0.0	Nm
canardier	canardière	0.0	0.0	Nm
Cancer	Cancer	1.0	1.0	Nm
candidat	candidate	0.0	0.0	Nm
caniche	caniche	1.0	0.0	Nm
cannier	cannière	0.0	0.0	Nm
canoéiste	canoéiste	1.0	0.0	Nm
canonnier	canonnière	0.0	0.0	Nm
canoteur	canoteuse	0.0	0.0	Nm
canotier	canotière	0.0	0.0	Nm
cantinier	cantinière	0.0	0.0	Nm
canut	canuse	0.0	0.0	Nm
capable	capable	1.0	0.0	Nm
capitaine	capitaine	1.0	0.0	Nm
capitaliste	capitaliste	1.0	0.0	Nm
capitulard	capitularde	0.0	0.0	Nm
capituleur	capituleuse	0.0	0.0	Nm
capon	caponne	0.0	0.0	Nm
capoté	capotée	0.0	0.0	Nm
câpre	câpresse	0.0	0.0	Nm
Capricorne	Capricorne	1.0	1.0	Nm
capseur	capseuse	0.0	0.0	Nm
captateur	captatrice	0.0	0.0	Nm
capteur	capteuse	0.0	0.0	Nm
captif	captive	0.0	0.0	Nm
capucin	capucine	0.0	0.0	Nm
caqueteur	caqueteuse	0.0	0.0	Nm
caqueur	caqueuse	0.0	0.0	Nm
carabin	carabine	0.0	0.0	Nm
carabinier	carabinière	0.0	0.0	Nm
caractériel	caractérielle	0.0	0.0	Nm
carambouilleur	carambouilleuse	0.0	0.0	Nm
caravanier	caravanière	0.0	0.0	Nm
cardiaque	cardiaque	1.0	0.0	Nm
caresseur	caresseuse	0.0	0.0	Nm
caricaturiste	caricaturiste	1.0	0.0	Nm
carillonneur	carillonneuse	0.0	0.0	Nm
carnettiste	carnettiste	1.0	0.0	Nm
carolin	caroline	0.0	0.0	Nm
carotteur	carotteuse	0.0	0.0	Nm
carottier	carottière	0.0	0.0	Nm
carreleur	carreleuse	0.0	0.0	Nm
carrier	carrière	0.0	0.0	Nm
cartajouphiliste	cartajouphiliste	1.0	0.0	Nm
cartier	cartière	0.0	0.0	Nm
cartographe	cartographe	1.0	0.0	Nm
cartomancien	cartomancienne	0.0	0.0	Nm
cascadeur	cascadeuse	0.0	0.0	Nm
casquettard	casquettarde	0.0	0.0	Nm
casse-bonbon	casse-bonbon	1.0	0.0	Nm
casse-cou	casse-cou	1.0	0.0	Nm
casse-pied	casse-pied	1.0	0.0	Nm
casseur	casseuse	0.0	0.0	Nm
castagneur	castagneuse	0.0	0.0	Nm
castellologue	castellologue	1.0	0.0	Nm
castillan	castillane	0.0	0.0	Nm
catalaniste	catalaniste	1.0	0.0	Nm
cataleptique	cataleptique	1.0	0.0	Nm
catapédaphobe	catapédaphobe	1.0	0.0	Nm
catcheur	catcheuse	0.0	0.0	Nm
catéchumène	catéchumène	1.0	0.0	Nm
cathare	cathare	1.0	0.0	Nm
catholique	catholique	1.0	0.0	Nm
causeur	causeuse	0.0	0.0	Nm
cavalier	cavalière	0.0	0.0	Nm
cave	cave	1.0	0.0	Nm
cavet	cavette	0.0	0.0	Nm
caviste	caviste	1.0	0.0	Nm
cédant	cédante	0.0	0.0	Nm
cégétiste	cégétiste	1.0	0.0	Nm
ceintureur	ceintureuse	0.0	0.0	Nm
ceinturier	ceinturière	0.0	0.0	Nm
céiste	céiste	1.0	0.0	Nm
célibataire	célibataire	1.0	0.0	Nm
célibattant	célibattante	0.0	0.0	Nm
celtisant	celtisante	0.0	0.0	Nm
celtomane	celtomane	1.0	0.0	Nm
censeur	censeure	0.0	0.0	Nm
censier	censière	0.0	0.0	Nm
centenaire	centenaire	1.0	0.0	Nm
centralien	centralienne	0.0	0.0	Nm
centraliste	centraliste	1.0	0.0	Nm
centriste	centriste	1.0	0.0	Nm
céramiste	céramiste	1.0	0.0	Nm
cerf	biche	0.0	0.0	Nm
certificateur	certificatrice	0.0	0.0	Nm
cervalabélophile	cervalabélophile	1.0	0.0	Nm
cétologue	cétologue	1.0	0.0	Nm
chabin	chabine	0.0	0.0	Nm
chahuteur	chahuteuse	0.0	0.0	Nm
chainiste	chainiste	1.0	0.0	Nm
chaisier	chaisière	0.0	0.0	Nm
chaland	chalande	0.0	0.0	Nm
chalengeur	chalengeuse	0.0	0.0	Nm
challengeur	challengeuse	0.0	0.0	Nm
chamailleur	chamailleuse	0.0	0.0	Nm
chaman	chamane	0.0	0.0	Nm
chamaniste	chamaniste	1.0	0.0	Nm
chambardeur	chambardeuse	0.0	0.0	Nm
chameau	chamelle	0.0	0.0	Nm
chamelier	chamelière	0.0	0.0	Nm
champion	championne	0.0	0.0	Nm
chancelier	chancelière	0.0	0.0	Nm
chanceux	chanceuse	0.0	0.0	Nm
chandelier	chandelière	0.0	0.0	Nm
changeur	changeuse	0.0	0.0	Nm
chansonnier	chansonnière	0.0	0.0	Nm
chanteur	cantatrice|chanteuse	0.0	0.0	Nm
chantre	chantre	1.0	0.0	Nm
chanvrier	chanvrière	0.0	0.0	Nm
chapardeur	chapardeuse	0.0	0.0	Nm
chapelier	chapelière	0.0	0.0	Nm
chapier	chapière	0.0	0.0	Nm
charbonnier	charbonnière	0.0	0.0	Nm
charcutier	charcutière	0.0	0.0	Nm
charentais	charentaise	0.0	0.0	Nm
chargeur	chargeuse	0.0	0.0	Nm
charivariste	charivariste	1.0	0.0	Nm
charlatan	charlatane	0.0	0.0	Nm
charmeur	charmeuse	0.0	0.0	Nm
charognard	charognarde	0.0	0.0	Nm
charolais	charolaise	0.0	0.0	Nm
charpentier	charpentière	0.0	0.0	Nm
charretier	charretière	0.0	0.0	Nm
charrieur	charrieuse	0.0	0.0	Nm
chartiste	chartiste	1.0	0.0	Nm
chasseur	chasseuse|chasseresse	0.0	0.0	Nm
chaste	chaste	1.0	0.0	Nm
chasublier	chasublière	0.0	0.0	Nm
chat	chatte	0.0	0.0	Nm
châtain	châtaine	0.0	0.0	Nm
châtelain	châtelaine	0.0	0.0	Nm
châtreur	châtreuse	0.0	0.0	Nm
chatteur	chatteuse	0.0	0.0	Nm
chaud	chaude	0.0	0.0	Nm
chaudronnier	chaudronnière	0.0	0.0	Nm
chauffeur	chauffeuse	0.0	0.0	Nm
chauve	chauve	1.0	0.0	Nm
chauvin	chauvine	0.0	0.0	Nm
chef	cheffe|chèfe	0.0	0.0	Nm
cheminot	cheminote	0.0	0.0	Nm
chemisier	chemisière	0.0	0.0	Nm
chercheur	chercheuse	0.0	0.0	Nm
chéri	chérie	0.0	0.0	Nm
cheum	cheum	1.0	0.0	Nm
cheval	jument	0.0	0.0	Nm
chevalier	chevalière	0.0	0.0	Nm
chevaucheur	chevaucheuse	0.0	0.0	Nm
chevelu	chevelue	0.0	0.0	Nm
chevrier	chevrière	0.0	0.0	Nm
chialeur	chialeuse	0.0	0.0	Nm
chialeux	chialeuse	0.0	0.0	Nm
chiard	chiarde	0.0	0.0	Nm
chicaneur	chicaneuse	0.0	0.0	Nm
chien	chienne	0.0	0.0	Nm
chienlit	chienlit	1.0	0.0	Nm
chiffonnier	chiffonnière	0.0	0.0	Nm
chiffreur	chiffreuse	0.0	0.0	Nm
chimiste	chimiste	1.0	0.0	Nm
chimpanzé	chimpanzée	0.0	0.0	Nm
chineur	chineuse	0.0	0.0	Nm
chinois	chinoise	0.0	0.0	Nm
chipeur	chipeuse	0.0	0.0	Nm
chipoteur	chipoteuse	0.0	0.0	Nm
chipotier	chipotière	0.0	0.0	Nm
chippendale	chippendale	1.0	0.0	Nm
chiragre	chiragre	1.0	0.0	Nm
chiromancien	chiromancienne	0.0	0.0	Nm
chironome	chironome	1.0	0.0	Nm
chiropraticien	chiropraticienne	0.0	0.0	Nm
chirurgien	chirurgienne	0.0	0.0	Nm
chocolatier	chocolatière	0.0	0.0	Nm
chocomane	chocomane	1.0	0.0	Nm
choisisseur	choisisseuse	0.0	0.0	Nm
cholérique	cholérique	1.0	0.0	Nm
chômeur	chômeuse	0.0	0.0	Nm
chorégraphe	chorégraphe	1.0	0.0	Nm
choréique	choréique	1.0	0.0	Nm
choriste	choriste	1.0	0.0	Nm
chouchou	chouchoute|chouchoue	0.0	0.0	Nm
chouinard	chouinarde	0.0	0.0	Nm
chrétien	chrétienne	0.0	0.0	Nm
christadelphe	christadelphe	1.0	0.0	Nm
christianophobe	christianophobe	1.0	0.0	Nm
chronique	chronique	1.0	0.0	Nm
chroniqueur	chroniqueuse	0.0	0.0	Nm
chronologiste	chronologiste	1.0	0.0	Nm
chronophobe	chronophobe	1.0	0.0	Nm
Chtimi	Chtimi	1.0	1.0	Nm
chuchoteur	chuchoteuse	0.0	0.0	Nm
cibiste	cibiste	1.0	0.0	Nm
ciconicide	ciconicide	1.0	0.0	Nm
cidriculteur	cidriculteuse|cidricultrice	0.0	0.0	Nm
cidrier	cidrière	0.0	0.0	Nm
cimmérien	cimmérienne	0.0	0.0	Nm
cinéaste	cinéaste	1.0	0.0	Nm
cinéphile	cinéphile	1.0	0.0	Nm
cingalais	cingalaise	0.0	0.0	Nm
cinglé	cinglée	0.0	0.0	Nm
cinoque	cinoque	1.0	0.0	Nm
circassien	circassienne	0.0	0.0	Nm
cireur	cireuse	0.0	0.0	Nm
cirier	cirière	0.0	0.0	Nm
cisailleur	cisailleuse	0.0	0.0	Nm
ciseleur	ciseleuse	0.0	0.0	Nm
cisgenre	cisgenre	1.0	0.0	Nm
citadin	citadine	0.0	0.0	Nm
citateur	citatrice	0.0	0.0	Nm
citoyen	citoyenne	0.0	0.0	Nm
civil	civile	0.0	0.0	Nm
civilisé	civilisée	0.0	0.0	Nm
civiliste	civiliste	1.0	0.0	Nm
clabaudeur	clabaudeuse	0.0	0.0	Nm
clandestin	clandestine	0.0	0.0	Nm
claque	claque	1.0	0.0	Nm
claqueur	claqueuse	0.0	0.0	Nm
clarinettiste	clarinettiste	1.0	0.0	Nm
classificateur	classificatrice	0.0	0.0	Nm
claustrophobe	claustrophobe	1.0	0.0	Nm
claveciniste	claveciniste	1.0	0.0	Nm
claviériste	claviériste	1.0	0.0	Nm
claviste	claviste	1.0	0.0	Nm
cleptocrate	cleptocrate	1.0	0.0	Nm
cleptomane	cleptomane	1.0	0.0	Nm
cléromancien	cléromancienne	0.0	0.0	Nm
client	cliente	0.0	0.0	Nm
climato-sceptique	climato-sceptique	1.0	0.0	Nm
climatocrédule	climatocrédule	1.0	0.0	Nm
climatologue	climatologue	1.0	0.0	Nm
clinicien	clinicienne	0.0	0.0	Nm
clinomane	clinomane	1.0	0.0	Nm
clochard	clocharde	0.0	0.0	Nm
closier	closière	0.0	0.0	Nm
cloueur	cloueuse	0.0	0.0	Nm
cloutier	cloutière	0.0	0.0	Nm
co-électeur	co-électrice	0.0	0.0	Nm
co-recteur	co-recteuse	0.0	0.0	Nm
coaccusé	coaccusée	0.0	0.0	Nm
coach	coach	1.0	0.0	Nm
coadjuteur	coadjutrice	0.0	0.0	Nm
coassocié	coassociée	0.0	0.0	Nm
coche	coche	1.0	0.0	Nm
cocher	cochère	0.0	0.0	Nm
cochon	cochonne|truie	0.0	0.0	Nm
coco	cocotte	0.0	0.0	Nm
coconcepteur	coconceptrice	0.0	0.0	Nm
cocontractant	cocontractante	0.0	0.0	Nm
cocréancier	cocréancière	0.0	0.0	Nm
cocu	cocue	0.0	0.0	Nm
cocubiculaire	cocubiculaire	1.0	0.0	Nm
codeur	codeuse	0.0	0.0	Nm
codicologue	codicologue	1.0	0.0	Nm
codirecteur	codirectrice	0.0	0.0	Nm
coéquipier	coéquipière	0.0	0.0	Nm
coffreur	coffreuse	0.0	0.0	Nm
cofondateur	cofondatrice	0.0	0.0	Nm
cogérant	cogérante	0.0	0.0	Nm
cogneur	cogneuse	0.0	0.0	Nm
cogniticien	cogniticienne	0.0	0.0	Nm
cohéritier	cohéritière	0.0	0.0	Nm
coiffeur	coiffeuse	0.0	0.0	Nm
coïnculpé	coïnculpée	0.0	0.0	Nm
coïntéressé	coïntéressée	0.0	0.0	Nm
colauréat	colauréate	0.0	0.0	Nm
coléoptériste	coléoptériste	1.0	0.0	Nm
colistier	colistière	0.0	0.0	Nm
collabo	collabo	1.0	0.0	Nm
collaborateur	collaboratrice|collaborateuse	0.0	0.0	Nm
collagiste	collagiste	1.0	0.0	Nm
collateur	collatrice	0.0	0.0	Nm
collecteur	collectrice	0.0	0.0	Nm
collectionneur	collectionneuse	0.0	0.0	Nm
collégien	collégienne	0.0	0.0	Nm
